customer_id,total_spent,transaction_count,avg_transaction,response,customer_segment
CS1355,1507,23,65.52173913043478,1.0,Medium Value
CS1356,1740,24,72.5,0.0,Medium Value
CS1357,1775,26,68.26923076923077,0.0,Medium Value
CS1358,1408,19,74.10526315789474,0.0,Medium Value
CS1359,1145,16,71.5625,0.0,Medium Value
CS1360,1282,18,71.22222222222223,0.0,Medium Value
CS1361,1470,19,77.36842105263158,0.0,Medium Value
CS1362,1703,23,74.04347826086956,0.0,Medium Value
CS1363,1632,24,68.0,0.0,Medium Value
CS1364,1864,27,69.03703703703704,0.0,Medium Value
CS1365,1225,19,64.47368421052632,0.0,Medium Value
CS1366,1493,22,67.86363636363636,0.0,Medium Value
CS1367,2146,29,74.0,0.0,High Value
CS1368,960,15,64.0,0.0,Medium Value
CS1369,1746,25,69.84,0.0,Medium Value
CS1370,1864,26,71.6923076923077,1.0,Medium Value
CS1371,1496,22,68.0,0.0,Medium Value
CS1372,1412,19,74.3157894736842,1.0,Medium Value
CS1373,1967,30,65.56666666666666,0.0,Medium Value
CS1374,1357,19,71.42105263157895,0.0,Medium Value
CS1375,1165,17,68.52941176470588,0.0,Medium Value
CS1376,1512,25,60.48,0.0,Medium Value
CS1377,1505,18,83.61111111111111,0.0,Medium Value
CS1378,1671,25,66.84,0.0,Medium Value
CS1379,1134,15,75.6,0.0,Medium Value
CS1380,1857,26,71.42307692307692,0.0,Medium Value
CS1381,1449,22,65.86363636363636,0.0,Medium Value
CS1382,1845,25,73.8,0.0,Medium Value
CS1383,1878,25,75.12,0.0,Medium Value
CS1384,964,17,56.705882352941174,0.0,Medium Value
CS1385,1478,22,67.18181818181819,1.0,Medium Value
CS1386,998,14,71.28571428571429,0.0,Medium Value
CS1387,1238,18,68.77777777777777,0.0,Medium Value
CS1388,1275,19,67.10526315789474,0.0,Medium Value
CS1389,1189,18,66.05555555555556,0.0,Medium Value
CS1390,1210,19,63.68421052631579,0.0,Medium Value
CS1391,1584,25,63.36,0.0,Medium Value
CS1392,1227,17,72.17647058823529,0.0,Medium Value
CS1393,1437,19,75.63157894736842,1.0,Medium Value
CS1394,2046,28,73.07142857142857,0.0,High Value
CS1395,1704,22,77.45454545454545,0.0,Medium Value
CS1396,1852,25,74.08,0.0,Medium Value
CS1397,2156,30,71.86666666666666,0.0,High Value
CS1398,1354,20,67.7,1.0,Medium Value
CS1399,1832,26,70.46153846153847,1.0,Medium Value
CS1400,1193,18,66.27777777777777,1.0,Medium Value
CS1401,2023,30,67.43333333333334,0.0,High Value
CS1402,1660,22,75.45454545454545,0.0,Medium Value
CS1403,1652,22,75.0909090909091,1.0,Medium Value
CS1404,1900,28,67.85714285714286,0.0,Medium Value
CS1405,1943,26,74.73076923076923,0.0,Medium Value
CS1406,1842,27,68.22222222222223,0.0,Medium Value
CS1407,1916,28,68.42857142857143,1.0,Medium Value
CS1408,1214,17,71.41176470588235,0.0,Medium Value
CS1409,1464,24,61.0,0.0,Medium Value
CS1410,1160,15,77.33333333333333,0.0,Medium Value
CS1411,1222,17,71.88235294117646,0.0,Medium Value
CS1412,1599,22,72.68181818181819,1.0,Medium Value
CS1413,1396,19,73.47368421052632,0.0,Medium Value
CS1414,1437,20,71.85,0.0,Medium Value
CS1415,1752,27,64.88888888888889,0.0,Medium Value
CS1416,1513,20,75.65,0.0,Medium Value
CS1417,1076,15,71.73333333333333,0.0,Medium Value
CS1418,1053,14,75.21428571428571,0.0,Medium Value
CS1419,1915,27,70.92592592592592,0.0,Medium Value
CS1420,1923,25,76.92,1.0,Medium Value
CS1421,1896,27,70.22222222222223,0.0,Medium Value
CS1422,1211,15,80.73333333333333,0.0,Medium Value
CS1423,1182,20,59.1,0.0,Medium Value
CS1424,1753,24,73.04166666666667,0.0,Medium Value
CS1425,1688,23,73.3913043478261,0.0,Medium Value
CS1426,1538,21,73.23809523809524,0.0,Medium Value
CS1427,985,15,65.66666666666667,0.0,Medium Value
CS1428,1948,25,77.92,1.0,Medium Value
CS1429,1261,18,70.05555555555556,0.0,Medium Value
CS1430,1440,21,68.57142857142857,0.0,Medium Value
CS1431,1257,18,69.83333333333333,0.0,Medium Value
CS1432,1362,19,71.6842105263158,0.0,Medium Value
CS1433,1468,20,73.4,0.0,Medium Value
CS1434,1758,27,65.11111111111111,0.0,Medium Value
CS1435,1700,25,68.0,0.0,Medium Value
CS1436,977,14,69.78571428571429,0.0,Medium Value
CS1437,880,12,73.33333333333333,0.0,Medium Value
CS1438,1374,20,68.7,0.0,Medium Value
CS1439,1160,16,72.5,0.0,Medium Value
CS1440,1577,22,71.68181818181819,0.0,Medium Value
CS1441,1351,20,67.55,0.0,Medium Value
CS1442,1225,20,61.25,0.0,Medium Value
CS1443,1876,24,78.16666666666667,1.0,Medium Value
CS1444,1756,23,76.34782608695652,0.0,Medium Value
CS1445,1526,23,66.34782608695652,0.0,Medium Value
CS1446,991,15,66.06666666666666,0.0,Medium Value
CS1447,1001,14,71.5,0.0,Medium Value
CS1448,1239,16,77.4375,0.0,Medium Value
CS1449,1402,20,70.1,0.0,Medium Value
CS1450,1251,20,62.55,0.0,Medium Value
CS1451,1715,22,77.95454545454545,0.0,Medium Value
CS1452,941,15,62.733333333333334,0.0,Medium Value
CS1453,1640,22,74.54545454545455,0.0,Medium Value
CS1454,1126,17,66.23529411764706,0.0,Medium Value
CS1455,1301,18,72.27777777777777,0.0,Medium Value
CS1456,1363,20,68.15,0.0,Medium Value
CS1457,929,15,61.93333333333333,0.0,Medium Value
CS1458,1422,20,71.1,0.0,Medium Value
CS1459,1627,24,67.79166666666667,1.0,Medium Value
CS1460,1185,18,65.83333333333333,0.0,Medium Value
CS1461,1567,23,68.1304347826087,0.0,Medium Value
CS1462,1616,24,67.33333333333333,1.0,Medium Value
CS1463,1807,27,66.92592592592592,0.0,Medium Value
CS1464,1613,21,76.80952380952381,0.0,Medium Value
CS1465,1631,22,74.13636363636364,0.0,Medium Value
CS1466,1190,17,70.0,0.0,Medium Value
CS1467,1233,18,68.5,0.0,Medium Value
CS1468,1412,21,67.23809523809524,0.0,Medium Value
CS1469,1387,19,73.0,0.0,Medium Value
CS1470,1649,22,74.95454545454545,0.0,Medium Value
CS1471,1325,20,66.25,0.0,Medium Value
CS1472,1241,19,65.3157894736842,0.0,Medium Value
CS1473,1695,25,67.8,1.0,Medium Value
CS1474,1487,21,70.80952380952381,0.0,Medium Value
CS1475,1197,18,66.5,0.0,Medium Value
CS1476,1430,20,71.5,0.0,Medium Value
CS1477,1185,18,65.83333333333333,0.0,Medium Value
CS1478,1300,19,68.42105263157895,0.0,Medium Value
CS1479,1567,20,78.35,0.0,Medium Value
CS1480,1251,17,73.58823529411765,0.0,Medium Value
CS1481,876,13,67.38461538461539,0.0,Medium Value
CS1482,732,12,61.0,0.0,Medium Value
CS1483,1774,24,73.91666666666667,0.0,Medium Value
CS1484,1221,16,76.3125,0.0,Medium Value
CS1485,1814,25,72.56,0.0,Medium Value
CS1486,1377,19,72.47368421052632,0.0,Medium Value
CS1487,599,10,59.9,0.0,Medium Value
CS1488,1595,23,69.34782608695652,0.0,Medium Value
CS1489,950,15,63.333333333333336,0.0,Medium Value
CS1490,1788,25,71.52,0.0,Medium Value
CS1491,1244,17,73.17647058823529,0.0,Medium Value
CS1492,1358,19,71.47368421052632,0.0,Medium Value
CS1493,1531,21,72.9047619047619,0.0,Medium Value
CS1494,1502,21,71.52380952380952,0.0,Medium Value
CS1495,1138,17,66.94117647058823,0.0,Medium Value
CS1496,1222,18,67.88888888888889,0.0,Medium Value
CS1497,1445,20,72.25,0.0,Medium Value
CS1498,1519,22,69.04545454545455,0.0,Medium Value
CS1499,1879,26,72.26923076923077,0.0,Medium Value
CS1500,983,15,65.53333333333333,0.0,Medium Value
CS1501,1965,26,75.57692307692308,0.0,Medium Value
CS1502,1613,22,73.31818181818181,0.0,Medium Value
CS1503,1927,27,71.37037037037037,0.0,Medium Value
CS1504,825,13,63.46153846153846,0.0,Medium Value
CS1505,1703,25,68.12,0.0,Medium Value
CS1506,1307,18,72.61111111111111,0.0,Medium Value
CS1507,1280,21,60.95238095238095,0.0,Medium Value
CS1508,1933,28,69.03571428571429,0.0,Medium Value
CS1509,1383,20,69.15,0.0,Medium Value
CS1510,1792,26,68.92307692307692,0.0,Medium Value
CS1511,1253,18,69.61111111111111,0.0,Medium Value
CS1512,1239,20,61.95,0.0,Medium Value
CS1513,1444,22,65.63636363636364,0.0,Medium Value
CS1514,1046,16,65.375,0.0,Medium Value
CS1515,1742,22,79.18181818181819,0.0,Medium Value
CS1516,1308,18,72.66666666666667,0.0,Medium Value
CS1517,1168,18,64.88888888888889,0.0,Medium Value
CS1518,1151,19,60.578947368421055,0.0,Medium Value
CS1519,962,15,64.13333333333334,0.0,Medium Value
CS1520,1162,18,64.55555555555556,0.0,Medium Value
CS1521,671,9,74.55555555555556,0.0,Medium Value
CS1522,894,14,63.857142857142854,0.0,Medium Value
CS1523,928,15,61.86666666666667,0.0,Medium Value
CS1524,1075,17,63.23529411764706,0.0,Medium Value
CS1525,1215,17,71.47058823529412,0.0,Medium Value
CS1526,1324,19,69.6842105263158,0.0,Medium Value
CS1527,1187,19,62.473684210526315,0.0,Medium Value
CS1528,1660,24,69.16666666666667,0.0,Medium Value
CS1529,1823,25,72.92,0.0,Medium Value
CS1530,626,10,62.6,0.0,Medium Value
CS1531,1793,25,71.72,0.0,Medium Value
CS1532,1140,17,67.05882352941177,0.0,Medium Value
CS1533,1606,23,69.82608695652173,0.0,Medium Value
CS1534,1379,20,68.95,0.0,Medium Value
CS1535,1904,24,79.33333333333333,0.0,Medium Value
CS1536,753,12,62.75,0.0,Medium Value
CS1537,1323,20,66.15,0.0,Medium Value
CS1538,1304,19,68.63157894736842,0.0,Medium Value
CS1539,1371,20,68.55,1.0,Medium Value
CS1540,1199,19,63.10526315789474,0.0,Medium Value
CS1541,2273,30,75.76666666666667,1.0,High Value
CS1542,1808,27,66.96296296296296,0.0,Medium Value
CS1543,948,12,79.0,0.0,Medium Value
CS1544,1334,19,70.21052631578948,1.0,Medium Value
CS1545,1935,28,69.10714285714286,0.0,Medium Value
CS1546,1436,18,79.77777777777777,0.0,Medium Value
CS1547,1600,22,72.72727272727273,0.0,Medium Value
CS1548,1755,23,76.30434782608695,0.0,Medium Value
CS1549,1393,20,69.65,0.0,Medium Value
CS1550,1583,22,71.95454545454545,0.0,Medium Value
CS1551,1300,18,72.22222222222223,0.0,Medium Value
CS1552,1604,22,72.9090909090909,0.0,Medium Value
CS1553,1444,20,72.2,1.0,Medium Value
CS1554,993,17,58.411764705882355,0.0,Medium Value
CS1555,1571,23,68.30434782608695,0.0,Medium Value
CS1556,1031,13,79.3076923076923,0.0,Medium Value
CS1557,1992,30,66.4,0.0,Medium Value
CS1558,1500,23,65.21739130434783,0.0,Medium Value
CS1559,1613,20,80.65,0.0,Medium Value
CS1560,1352,18,75.11111111111111,0.0,Medium Value
CS1561,1082,15,72.13333333333334,0.0,Medium Value
CS1562,711,12,59.25,0.0,Medium Value
CS1563,1108,17,65.17647058823529,0.0,Medium Value
CS1564,1304,16,81.5,0.0,Medium Value
CS1565,1147,17,67.47058823529412,0.0,Medium Value
CS1566,1491,21,71.0,1.0,Medium Value
CS1567,1465,19,77.10526315789474,1.0,Medium Value
CS1568,1604,20,80.2,0.0,Medium Value
CS1569,1074,15,71.6,0.0,Medium Value
CS1570,1782,25,71.28,0.0,Medium Value
CS1571,1503,20,75.15,0.0,Medium Value
CS1572,1085,15,72.33333333333333,0.0,Medium Value
CS1573,1539,19,81.0,0.0,Medium Value
CS1574,1018,18,56.55555555555556,0.0,Medium Value
CS1575,1611,26,61.96153846153846,0.0,Medium Value
CS1576,1074,16,67.125,0.0,Medium Value
CS1577,1525,21,72.61904761904762,0.0,Medium Value
CS1578,1125,16,70.3125,0.0,Medium Value
CS1579,1433,20,71.65,0.0,Medium Value
CS1580,2329,33,70.57575757575758,1.0,High Value
CS1581,1501,23,65.26086956521739,0.0,Medium Value
CS1582,2009,27,74.4074074074074,1.0,High Value
CS1583,1919,25,76.76,0.0,Medium Value
CS1584,1512,21,72.0,0.0,Medium Value
CS1585,1167,19,61.421052631578945,0.0,Medium Value
CS1586,1441,20,72.05,0.0,Medium Value
CS1587,1900,27,70.37037037037037,0.0,Medium Value
CS1588,1591,25,63.64,0.0,Medium Value
CS1589,1151,15,76.73333333333333,0.0,Medium Value
CS1590,964,16,60.25,0.0,Medium Value
CS1591,1144,18,63.55555555555556,0.0,Medium Value
CS1592,1215,19,63.94736842105263,0.0,Medium Value
CS1593,1406,20,70.3,0.0,Medium Value
CS1594,901,13,69.3076923076923,0.0,Medium Value
CS1595,648,10,64.8,0.0,Medium Value
CS1596,1342,19,70.63157894736842,0.0,Medium Value
CS1597,1611,23,70.04347826086956,0.0,Medium Value
CS1598,1289,20,64.45,0.0,Medium Value
CS1599,1028,15,68.53333333333333,0.0,Medium Value
CS1600,1331,20,66.55,0.0,Medium Value
CS1601,1787,27,66.18518518518519,0.0,Medium Value
CS1602,1401,20,70.05,0.0,Medium Value
CS1603,1374,19,72.3157894736842,0.0,Medium Value
CS1604,1950,28,69.64285714285714,0.0,Medium Value
CS1605,1685,27,62.407407407407405,0.0,Medium Value
CS1606,781,13,60.07692307692308,0.0,Medium Value
CS1607,1384,19,72.84210526315789,0.0,Medium Value
CS1608,973,14,69.5,0.0,Medium Value
CS1609,1375,20,68.75,0.0,Medium Value
CS1610,1326,19,69.78947368421052,0.0,Medium Value
CS1611,1794,23,78.0,0.0,Medium Value
CS1612,1759,26,67.65384615384616,0.0,Medium Value
CS1613,1347,21,64.14285714285714,0.0,Medium Value
CS1614,1568,22,71.27272727272727,0.0,Medium Value
CS1615,1419,20,70.95,1.0,Medium Value
CS1616,1434,19,75.47368421052632,0.0,Medium Value
CS1617,1784,27,66.07407407407408,0.0,Medium Value
CS1618,887,13,68.23076923076923,0.0,Medium Value
CS1619,1323,21,63.0,1.0,Medium Value
CS1620,1320,16,82.5,0.0,Medium Value
CS1621,1894,26,72.84615384615384,0.0,Medium Value
CS1622,1360,20,68.0,1.0,Medium Value
CS1623,1777,26,68.34615384615384,0.0,Medium Value
CS1624,1832,25,73.28,0.0,Medium Value
CS1625,950,14,67.85714285714286,0.0,Medium Value
CS1626,1172,17,68.94117647058823,0.0,Medium Value
CS1627,1043,16,65.1875,0.0,Medium Value
CS1628,1456,21,69.33333333333333,0.0,Medium Value
CS1629,1394,22,63.36363636363637,0.0,Medium Value
CS1630,1393,20,69.65,0.0,Medium Value
CS1631,1223,18,67.94444444444444,0.0,Medium Value
CS1632,1187,17,69.82352941176471,0.0,Medium Value
CS1633,1763,26,67.8076923076923,0.0,Medium Value
CS1634,1044,15,69.6,0.0,Medium Value
